,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1.2,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q2.6_1,Q2.6_2,Q2.6_3,Q2.6_4,Q2.6_5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5_1,Q3.5_2,Q3.5_3,Q3.5_4,Q3.6_1,Q3.6_2,Q3.6_3,Q3.6_4,1_Q5.2,2_Q5.2,3_Q5.2,4_Q5.2,5_Q5.2,Q7.1_1,Q7.1_2,Q7.1_3,Q7.1_4,Q7.1_5,Q7.1_6,Q7.1_7,investExtra1,profile1b,profile2b,profile3b,profile4b,profile5b,profile1a,profile2a,profile3a,profile4a,profile5a,seed1,seed2,seed3,seed4,seed5,minutes,Q6.9_agg
475,10/07/2023 10:05,10/07/2023 10:13,IP Address,100,478,TRUE,10/07/2023 10:13,R_WBhroM1Qw78YgiB,email,EN,Consent to participate in this short survey,Junior Faculty,University,Germany,German,1,NA,3,NA,NA,NA,Prefer not to say,NA,NA,NA,Yes,No,No,No,Yes,Yes,No,No,Profile B,Profile B,Profile B,Profile B,Profile B,3,4,1,5,7,2,6,NA,500 conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Not-for-profit ownership structure,"1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership",2000 + conference participants|Council that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,"1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",500 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,"2000 + conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,538163729,841006692,772156817,64441729,336219776,7.966666667,N/A
476,10/07/2023 10:35,10/07/2023 10:47,IP Address,100,746,TRUE,10/07/2023 10:47,R_UhYG4hJbsN0j1vP,email,EN,Consent to participate in this short survey,Student,University,Switzerland,German,0,8,6,7,NA,NA,No,NA,NA,NA,Yes,Yes,No,No,Yes,Yes,No,No,Profile B,Profile B,Profile B,Profile A,Profile B,3,7,1,6,2,4,5,NA,"500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",1500 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,"1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,"2000 + conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure",500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Not-for-profit ownership structure,"2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Private-for-profit ownership structure,659396490,832659491,292902703,39766800,481771017,12.43333333,Man
477,10/07/2023 10:42,10/07/2023 10:49,IP Address,100,387,TRUE,10/07/2023 10:49,R_1rvkNFnvAOHtxGA,email,EN,Consent to participate in this short survey,Senior Faculty,University,France,American,1,9,9,9,9,9,Do not know,NA,NA,NA,Yes,Yes,No,No,Yes,Yes,No,No,Profile A,Profile B,Profile A,Profile A,Profile A,4,3,1,6,5,2,7,NA,"500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",2000 + conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Private-for-profit ownership structure,1500 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Cooperative ownership structure – membership ownership,"2000 + conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",2000 + conference participants|Council that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,500 conference participants|President that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,2000 + conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,241991736,309890250,489376898,857984496,698014113,6.45,Man
478,10/07/2023 10:45,10/07/2023 10:55,IP Address,100,640,TRUE,10/07/2023 10:55,R_2mm7l0yS0RdYwUx,email,EN,Consent to participate in this short survey,Senior Faculty,University,Germany,American,11,10,5,9,9,6,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Profile B,Profile B,Profile B,Profile A,Profile A,6,2,1,4,5,3,7,200,1500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,1500 conference participants|President that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,1000 conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Not-for-profit ownership structure,"1500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",1500 conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,"2000 + conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",708412857,356559986,531994181,254662027,820915912,10.66666667,Man
479,10/07/2023 10:56,10/07/2023 11:04,IP Address,100,452,TRUE,10/07/2023 11:04,R_1locNvWgAGWwWnz,email,EN,Consent to participate in this short survey,Student,University,Switzerland,German,0,7,7,5,5,2,Yes,Do not know,NA,NA,Yes,Yes,No,No,Yes,Yes,No,No,Profile A,Profile A,Profile B,Profile A,Profile A,4,2,1,6,7,3,5,500,"1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,"500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",1500 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,"2000 + conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure",1000 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,"1500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Not-for-profit ownership structure,1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Not-for-profit ownership structure,915299696,863422074,794055208,86127744,994262093,7.533333333,Other
480,10/07/2023 12:05,10/07/2023 12:11,IP Address,100,336,TRUE,10/07/2023 12:11,R_2c8hK1espr0IUg8,email,EN,Consent to participate in this short survey,Junior Faculty,University,Turkey,Turkish,1,8,9,7,7,7,Do not know,NA,NA,NA,Yes,Yes,No,No,Yes,Yes,No,No,Profile B,Profile A,Profile A,Profile B,Profile A,1,3,5,6,4,2,7,NA,1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Cooperative ownership structure – membership ownership,500 conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,"500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Private-for-profit ownership structure,"500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Cooperative ownership structure – membership ownership,2000 + conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,"2000 + conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",1500 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,350992816,37245708,555585223,61815682,506488469,5.6,Man
481,10/07/2023 12:07,10/07/2023 12:12,IP Address,100,271,TRUE,10/07/2023 12:12,R_2BeovS9vXT9Rjxp,email,EN,Consent to participate in this short survey,Post Doc,University,United Kingdom,Italian,0,3,8,5,5,5,Do not know,NA,NA,NA,Yes,Yes,No,No,Yes,Yes,Yes,No,Profile B,Profile A,Profile A,Profile A,Profile B,4,2,1,5,3,6,7,NA,1500 conference participants|President that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,"2000 + conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","1000 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",1000 conference participants|President that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,1000 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,500 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,"1000 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","1500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,"2000 + conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",78333563,886470721,902441351,441740002,138044841,4.516666667,Man
482,03/07/2023 12:46,03/07/2023 12:47,IP Address,21,49,FALSE,10/07/2023 12:47,R_23TAr6POQT90Bqa,email,EN,Consent to participate in this short survey,Post Doc,University,Italy,Israeli,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48223924,133063904,232395251,449458583,617863843,0.816666667,N/A
483,03/07/2023 13:59,03/07/2023 14:00,IP Address,21,54,FALSE,10/07/2023 14:00,R_1eyq2G5BidiBald,email,EN,Consent to participate in this short survey,Senior Faculty,University,Spain,Spanish,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557486044,863776052,890888576,141094011,730698379,0.9,N/A
484,10/07/2023 17:02,10/07/2023 17:07,IP Address,100,267,TRUE,10/07/2023 17:07,R_b8gWYbzWd3GVHBD,email,EN,Consent to participate in this short survey,Junior Faculty,University,United States,American,0,2,8,8,8,8,Do not know,NA,NA,NA,Yes,Yes,No,No,Yes,No,No,No,Profile B,Profile B,Profile B,Profile A,Profile B,4,1,2,5,6,3,7,NA,500 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,1000 conference participants|President that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,2000 + conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,"500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","1000 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",1000 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,"500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","1500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",1500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,352925301,371002596,819047702,269290813,724218900,4.45,Man
485,10/07/2023 10:58,10/07/2023 17:47,IP Address,100,24579,TRUE,10/07/2023 17:47,R_6m3GK1KM0qj9NkZ,email,EN,Consent to participate in this short survey,Junior Faculty,University,United Kingdom,N/A,7,6,5,5,NA,NA,No,NA,NA,NA,Yes,No,No,No,Yes,No,No,No,Profile B,Profile A,Profile B,Profile A,Profile B,2,3,1,6,5,4,7,NA,500 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,"2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure",1500 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,500 conference participants|Council that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,2000 + conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,1000 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,"1000 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",227557735,523861173,93937945,492307335,674641841,409.65,N/A
486,10/07/2023 20:11,10/07/2023 20:16,IP Address,100,313,TRUE,10/07/2023 20:16,R_2wb5HeweiApAXAQ,email,EN,Consent to participate in this short survey,Student,University,Ireland,Spanish,2,6,5,5,6,5,No,NA,NA,NA,No,No,No,No,No,No,No,No,Profile B,Profile A,Profile A,Profile A,Profile A,1,6,2,4,7,3,5,NA,2000 + conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,2000 + conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,"500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure","1000 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",1500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,2000 + conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,"500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure",2000 + conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,2000 + conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,87746555,438953489,167539019,981502519,137171643,5.216666667,Woman
487,11/07/2023 09:49,11/07/2023 10:58,IP Address,100,4139,TRUE,11/07/2023 10:58,R_QlD2mGzWac0P1xn,email,EN,Consent to participate in this short survey,Post Doc,University,Germany,German,0,8,8,7,NA,NA,Do not know,NA,NA,NA,Yes,No,No,No,Yes,Yes,Yes,No,Profile B,Profile A,Profile B,Profile A,Profile A,4,2,1,6,7,3,5,NA,"2000 + conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","1000 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure","1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Cooperative ownership structure – membership ownership,"1500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership",1000 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,1500 conference participants|President that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,1500 conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,500 conference participants|President that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,1500 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,236042625,865026940,44206246,368435854,183455959,68.98333333,Man
488,27/06/2023 15:46,04/07/2023 11:19,IP Address,54,588751,FALSE,11/07/2023 11:19,R_1rByzQtJu59fDIs,email,EN,Consent to participate in this short survey,Student,University,Denmark,Danish,0,9,NA,NA,NA,NA,Do not know,NA,NA,NA,Yes,No,No,No,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,NA,NA,NA,NA,1500 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,NA,NA,NA,NA,380565368,289994755,645191194,200020619,260709503,9812.516667,N/A
489,11/07/2023 12:03,11/07/2023 12:08,IP Address,100,307,TRUE,11/07/2023 12:08,R_1OE95SXSOKwTHsL,email,EN,Consent to participate in this short survey,Student,University,Austria,Italian,0,9,6,7,NA,NA,No,NA,NA,NA,No,No,No,No,Yes,Yes,No,No,Profile B,Profile A,Profile B,Profile A,Profile A,2,7,1,5,6,3,4,NA,"1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",500 conference participants|President that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,"1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",1500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council that appoints a president|Private-for-profit ownership structure,"1500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure","1000 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",1000 conference participants|Executive group that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,500 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive that appoints council and president|Cooperative ownership structure – membership ownership,"2000 + conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Not-for-profit ownership structure",1500 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,491607530,857756957,723867169,554350371,45472171,5.116666667,Woman
490,11/07/2023 12:44,11/07/2023 12:54,IP Address,100,618,TRUE,11/07/2023 12:54,R_24cllpQYKHRIxjq,email,EN,Consent to participate in this short survey,Senior Faculty,University,United Kingdom,British,10,9,5,6,8,4,Yes,No,NA,No,Yes,Yes,No,No,Yes,Yes,No,No,Profile B,Profile B,Profile B,Profile A,Profile A,4,3,1,7,6,2,5,500,1000 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,"1500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","1500 conference participants|Council that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",500 conference participants|President that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,"1500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","2000 + conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership","2000 + conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure","500 conference participants|President that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Not-for-profit ownership structure,625192884,57349503,656855087,598940876,147011682,10.3,Man
491,11/07/2023 21:19,11/07/2023 21:24,IP Address,100,327,TRUE,11/07/2023 21:24,R_2sdrxyk7YdxzTAK,email,EN,Consent to participate in this short survey,Student,University,Ireland,Ireland,2,7,5,2,0,5,No,NA,NA,NA,Yes,No,No,No,Yes,No,No,No,Profile A,Profile B,Profile A,Profile A,Profile A,1,6,4,2,3,5,7,NA,1500 conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Private-for-profit ownership structure,2000 + conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Not-for-profit ownership structure,1500 conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,2000 + conference participants|Executive group that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,2000 + conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Private-for-profit ownership structure,"500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",500 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,"1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Cooperative ownership structure – membership ownership","1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and appointed President|Private-for-profit ownership structure",1000 conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,279314542,825315454,972841230,59946960,659888062,5.45,Man
492,05/07/2023 13:38,05/07/2023 13:40,IP Address,21,84,FALSE,12/07/2023 13:40,R_27s7n00CmkbHPt5,email,EN,Consent to participate in this short survey,Student,University,Sweden,Swedish,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66336577,257383912,885030945,476113334,639353966,1.4,N/A
493,06/07/2023 09:48,06/07/2023 09:52,IP Address,21,238,FALSE,13/07/2023 09:52,R_2TzqtTZBb95uAuK,email,EN,Consent to participate in this short survey,Student,University,Norway,Norwegian,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,880271409,593842268,844403753,502469762,77476678,3.966666667,N/A
494,13/07/2023 10:35,13/07/2023 10:40,IP Address,100,317,TRUE,13/07/2023 10:40,R_1OH4w3NMCGLjnEM,email,EN,Consent to participate in this short survey,Researcher,Research Institute,Italy,Spanish,1,6,NA,NA,NA,NA,No,NA,NA,NA,No,No,No,No,No,No,No,No,Profile A,Profile B,Profile A,Profile A,Profile B,1,5,2,6,7,3,4,NA,2000 + conference participants|Council that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,500 conference participants|Council and President that manage the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,"1500 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Private-for-profit ownership structure",1500 conference participants|President that manages the association and annual meeting|Elected council and elected president|Private-for-profit ownership structure,1000 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,"1500 conference participants|Executive group that manages the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",2000 + conference participants|President that manages the association and annual meeting|Elected council that appoints a president|Cooperative ownership structure – membership ownership,500 conference participants|Council that manages the association and annual meeting|Non-elected executive that appoints council and president|Not-for-profit ownership structure,500 conference participants|Executive group that manages the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,1500 conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Cooperative ownership structure – membership ownership,15968239,223327556,593883724,417796382,750398500,5.283333333,Man
495,07/07/2023 23:01,07/07/2023 23:02,IP Address,21,54,FALSE,14/07/2023 23:02,R_1Q3JLJRLciKrJTY,email,EN,Consent to participate in this short survey,Private Sector,Private Sector,Argentina,Andorran,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205738757,228426127,122600013,455070511,971737485,0.9,N/A
496,07/07/2023 23:01,07/07/2023 23:09,IP Address,54,482,FALSE,14/07/2023 23:09,R_1QJG7Ts9OVtzZZM,email,EN,Consent to participate in this short survey,Post Doc,University,Austria,Turkish,1,8,8,5,5,5,Do not know,NA,NA,NA,Yes,No,No,No,Yes,No,No,No,Profile B,Profile B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000 conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Elected council and elected president|Cooperative ownership structure – membership ownership,"2000 + conference participants|Executive group that manages the annual meeting and a Council and president that manage the association|Non-elected executive, elected Council and elected President|Cooperative ownership structure – membership ownership",NA,NA,NA,2000 + conference participants|Council and President that manage the association and annual meeting|Elected council and elected president|Not-for-profit ownership structure,"1000 conference participants|Council and President that manage the association and annual meeting|Non-elected executive, elected Council and elected President|Not-for-profit ownership structure",NA,NA,NA,268996919,409139586,57521560,613089431,584272908,8.033333333,N/A
497,07/07/2023 23:08,07/07/2023 23:10,IP Address,21,145,FALSE,14/07/2023 23:10,R_2zUAWCJsF78TQng,email,EN,Consent to participate in this short survey,Student,University,Israel,Israeli,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749908221,229491079,646756539,985690095,515161651,2.416666667,N/A
