"","Q6.2","Q6.3","Q6.4","Q6.5","Q6.6","Q6.7","Q6.10","Q2.1","Q2.2","Q2.3","Q2.4","Q2.5","AgeNum","Q6.8_10_aggregated","Q6.9_agg"
"472",1993,"No","No","No","White or Caucasian","No","No","Student","University","Germany","German","0",30,"Straight","Man"
"473",1995,"No","No","No","White or Caucasian","Yes","No","Student","University","Netherlands","Italian","2",28,"Straight","Woman"
"474",1980,"No","No","No","White or Caucasian","No","No","Senior Faculty","University","United States","American","2",43,"Straight","Woman"
"475",1991,"No","No","No","White or Caucasian","Yes","N/A","Junior Faculty","University","Germany","German","1",32,"N/A","N/A"
"476",1997,"No","No","No","White or Caucasian","No","No","Student","University","Switzerland","German","0",26,"Straight","Man"
"477",1975,"No","No","No","White or Caucasian","Yes","No","Senior Faculty","University","France","American","1",48,"Straight","Man"
"478",1970,"No","No","Do not know","Multiracial or Biracial","No","No","Senior Faculty","University","Germany","American","11",53,"Straight","Man"
"479",1991,"Yes to some extent","No","No","White or Caucasian","No","Do not know","Student","University","Switzerland","German","0",32,"Queer","Other"
"480",1982,"No","No","No","White or Caucasian","Yes","No","Junior Faculty","University","Turkey","Turkish","1",41,"Straight","Man"
"481",1992,"No","No","No","Multiracial or Biracial","No","No","Post Doc","University","United Kingdom","Italian","0",31,"Straight","Man"
"482",NA,"N/A","N/A",NA,"N/A","N/A","N/A","Post Doc","University","Italy","Israeli","N/A",NA,"N/A","N/A"
"483",NA,"N/A","N/A",NA,"N/A","N/A","N/A","Senior Faculty","University","Spain","Spanish","N/A",NA,"N/A","N/A"
"484",1987,"No","No","No","White or Caucasian","No","No","Junior Faculty","University","United States","American","0",36,"Gay","Man"
"485",NA,"Yes to some extent","N/A","No","White or Caucasian","No","No","Junior Faculty","University","United Kingdom","N/A","7",NA,"N/A","N/A"
"486",1989,"Do not know","No","No","White or Caucasian","No","No","Student","University","Ireland","Spanish","2",34,"Straight","Woman"
"487",1993,"No","No","No","White or Caucasian","No","No","Post Doc","University","Germany","German","0",30,"Straight","Man"
"488",NA,"N/A","N/A",NA,"N/A","N/A","N/A","Student","University","Denmark","Danish","0",NA,"N/A","N/A"
"489",1996,"No","No","No","White or Caucasian","No","No","Student","University","Austria","Italian","0",27,"N/A","Woman"
"490",1980,"No","No","No","White or Caucasian","No","No","Senior Faculty","University","United Kingdom","British","10",43,"Straight","Man"
"491",1997,"No","No","No","White or Caucasian","Yes","No","Student","University","Ireland","Ireland","2",26,"Bisexual","Man"
"492",NA,"N/A","N/A",NA,"N/A","N/A","N/A","Student","University","Sweden","Swedish","N/A",NA,"N/A","N/A"
"493",NA,"N/A","N/A",NA,"N/A","N/A","N/A","Student","University","Norway","Norwegian","N/A",NA,"N/A","N/A"
"494",1995,"No","No","No","Hispanic or Latinx","Yes","No","Researcher","Research Institute","Italy","Spanish","1",28,"Straight","Man"
"495",NA,"N/A","N/A",NA,"N/A","N/A","N/A","N/A","Other","Other","Other","N/A",NA,"N/A","N/A"
"496",NA,"N/A","N/A",NA,"N/A","N/A","N/A","Post Doc","University","Austria","Turkish","1",NA,"N/A","N/A"
"497",NA,"N/A","N/A",NA,"N/A","N/A","N/A","Student","University","Israel","Israeli","N/A",NA,"N/A","N/A"
"498",NA,"N/A","N/A",NA,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,"N/A","N/A"
"499",NA,"N/A","N/A",NA,"N/A","N/A","N/A","Student","University","United States","American","N/A",NA,"N/A","N/A"
"500",NA,"N/A","N/A",NA,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,"N/A","N/A"
"501",NA,"N/A","N/A",NA,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,"N/A","N/A"
"502",NA,"N/A","N/A",NA,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,"N/A","N/A"
"503",NA,"N/A","N/A",NA,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,"N/A","N/A"
"504",NA,"N/A","N/A",NA,"N/A","N/A","N/A","Student","University","Italy","Dutch","N/A",NA,"N/A","N/A"
"505",NA,"N/A","N/A",NA,"N/A","N/A","N/A","Post Doc","University","France","French","N/A",NA,"N/A","N/A"
"506",NA,"N/A","N/A",NA,"N/A","N/A","N/A","Student","Research Institute","Norway","Norwegian","N/A",NA,"N/A","N/A"
"507",NA,"N/A","N/A",NA,"N/A","N/A","N/A","Senior Faculty","University","Denmark","OtherEU","8",NA,"N/A","N/A"
"508",NA,"N/A","N/A",NA,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,"N/A","N/A"
"509",1985,"No","No","No","White or Caucasian","No","No","Senior Faculty","University","United Kingdom","British","4",38,"Gay","Man"
"510",NA,"N/A","N/A",NA,"N/A","N/A","N/A","Junior Faculty","University","Netherlands","American","N/A",NA,"N/A","N/A"
"511",1990,"Yes to some extent","Yes","No","White or Caucasian","No","No","Junior Faculty","University","Germany","German","2",33,"N/A","Man"
"512",NA,"N/A","N/A",NA,"N/A","N/A","N/A","Student","University","Norway","Norwegian","0",NA,"N/A","N/A"
"513",NA,"N/A","N/A",NA,"N/A","N/A","N/A","Student","University","Italy","Belgian","N/A",NA,"N/A","N/A"
"514",NA,"N/A","N/A",NA,"N/A","N/A","N/A","Post Doc","Research Institute","Germany","German","N/A",NA,"N/A","N/A"
"515",NA,"N/A","N/A",NA,"N/A","N/A","N/A","Junior Faculty","University","United States","American","2",NA,"N/A","N/A"
"516",NA,"N/A","N/A",NA,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,"N/A","N/A"
"517",1981,"No","No","No","White or Caucasian","No","No","Senior Faculty","University","Spain","German","9",42,"N/A","Man"
"518",NA,"N/A","N/A",NA,"N/A","N/A","N/A","Student","University","Spain","Spanish","N/A",NA,"N/A","N/A"
"519",1980,"No","No","No","White or Caucasian","No","No","Senior Faculty","University","Spain","Greek","11",43,"Gay","Man"
"520",1988,"No","No","No","White or Caucasian","No","No","Junior Faculty","University","United Kingdom","Polish","5",35,"Straight","Woman"
